Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,pathway_db,input_genes,p_adj_global
Reactome_2022,FLT3 Signaling R-HSA-9607240,5/37,1.0845345753341953e-06,2.236852561626778e-05,0,0,32.67763157894737,448.8063438255882,UBB;LCK;UBC;FYN;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00033217679426405145
Reactome_2022,Signaling By B Cell Receptor (BCR) R-HSA-983705,7/109,1.240701197625386e-06,2.481402395250772e-05,0,0,14.609529833438751,198.68717845219868,UBB;UBC;PSME1;FYN;CALM1;RPS27A;PPIA,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00036039415740546924
KEGG_2021_Human,Salmonella infection,9/249,4.416332291459713e-06,2.870615989448813e-05,0,0,8.101648351648352,99.89495264489771,HSP90AA1;PTPRC;ARPC5L;RPS3;PFN1;ACTB;MYL12A;ACTG1;MYL12B,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00041239102891900523
KEGG_2021_Human,Endocytosis,9/252,4.867314525207003e-06,3.026199900454789e-05,0,0,8.000407000407,97.8687244643192,HSPA8;ARPC5L;HLA-B;HLA-C;CXCR4;HLA-A;HLA-F;IL2RG;HLA-E,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00043317265723116387
Reactome_2022,Interferon Alpha/Beta Signaling R-HSA-909733,6/72,1.6067318696867162e-06,3.118950099980096e-05,0,0,19.181818181818183,255.9105508202512,IFITM1;HLA-B;HLA-C;HLA-A;HLA-F;HLA-E,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00044129296334185266
Reactome_2022,Assembly Of HIV Virion R-HSA-175474,4/18,1.7058808579487874e-06,3.1274482395727766e-05,0,0,59.18452380952381,786.055047821626,UBB;UBC;RPS27A;PPIA,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00044129296334185266
Reactome_2022,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,4/18,1.7058808579487874e-06,3.1274482395727766e-05,0,0,59.18452380952381,786.055047821626,HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00044129296334185266
KEGG_2021_Human,Pathogenic Escherichia coli infection,8/197,6.593280450120683e-06,3.9284962681969065e-05,0,0,9.068783068783068,108.18568070678296,SLC9A3R1;ARPC5L;RPS3;TMBIM6;FYN;ACTB;MYO1F;ACTG1,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0005427347631846946
Reactome_2022,Smooth Muscle Contraction R-HSA-445355,5/43,2.338821443560366e-06,4.171951764188761e-05,0,0,27.509695290858726,356.6869516489501,ANXA1;ANXA6;CALM1;MYL12A;MYL12B,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0005660232890632198
Reactome_2022,SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671,7/121,2.50384461715626e-06,4.348782756113504e-05,0,0,13.063761554423694,168.4922574133193,HSP90AA1;HLA-B;HLA-C;HLA-A;HLA-F;B2M;HLA-E,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0005845058856945777
Reactome_2022,Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938,4/20,2.680321068927162e-06,4.535927962799813e-05,0,0,51.78125,664.3313770708211,CD8B;LCK;HLA-A;B2M,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0006075998098817992
Reactome_2022,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,6/79,2.779104343852136e-06,4.585522167356024e-05,0,0,17.336345088895367,221.79048279011812,UBB;UBC;PSME1;RPS27A;CALM1;PPIA,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0006121749290763177
Reactome_2022,PD-1 Signaling R-HSA-389948,4/21,3.2983007697773018e-06,5.309459775739072e-05,0,0,48.7328431372549,615.1109724012736,LCK;CD247;CD3E;CD3D,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0007017336003601807
KEGG_2021_Human,Hematopoietic cell lineage,6/99,1.0337185772586944e-05,5.912870261919732e-05,0,0,13.594371997254632,156.0601672338797,CD2;CD8B;CD8A;CD3G;CD3E;CD3D,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0007737468841092983
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,12/468,3.815084461420926e-06,5.9951327250900256e-05,0,0,5.814593301435407,72.54605099646592,RAP1B;CD53;HSPA8;HSP90AA1;PTPRC;BIN2;HLA-B;HLA-C;HLA-A;B2M;PPIA;CTSC,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0007819309623349326
KEGG_2021_Human,Phagosome,7/152,1.1302398931353647e-05,6.216319412244506e-05,0,0,10.254727474972192,116.8064277723452,HLA-B;HLA-C;HLA-A;HLA-F;ACTB;ACTG1;HLA-E,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0008081215235917857
Reactome_2022,FLT3 Signaling By CBL Mutants R-HSA-9706377,3/7,4.183531145546383e-06,6.421233851303751e-05,0,0,153.83505154639175,1905.147873854126,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0008320324255039011
KEGG_2021_Human,Cellular senescence,7/156,1.338635757799374e-05,7.046877133230427e-05,0,0,9.977412138269466,111.95928001212656,HLA-B;HLA-C;HLA-A;HLA-F;CALM1;ZFP36L2;HLA-E,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009013183172018917
KEGG_2021_Human,Regulation of actin cytoskeleton,8/218,1.3798081100031603e-05,7.046877133230427e-05,0,0,8.153209109730849,91.24240844957296,CFL1;ARPC5L;CXCR4;PFN1;ACTB;MYL12A;ACTG1;MYL12B,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009013183172018917
Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",9/254,5.189463889189245e-06,7.784195833783867e-05,0,0,7.934290199596322,96.55142661737403,RAP1B;SRGN;LCK;PLEK;CTSW;FYN;PFN1;CALM1;PPIA,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009829406522596507
Reactome_2022,Glycogen Metabolism R-HSA-8982491,4/24,5.788898332949143e-06,7.959735207805072e-05,0,0,41.41666666666666,499.4671309916732,UBB;UBC;CALM1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009893526676785927
Reactome_2022,Aggrephagy R-HSA-9646399,4/24,5.788898332949143e-06,7.959735207805072e-05,0,0,41.41666666666666,499.4671309916732,HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009893526676785927
Reactome_2022,Signaling By EGFR In Cancer R-HSA-1643713,4/24,5.788898332949143e-06,7.959735207805072e-05,0,0,41.41666666666666,499.4671309916732,HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009893526676785927
Reactome_2022,Interferon Gamma Signaling R-HSA-877300,6/89,5.580857962497584e-06,7.959735207805072e-05,0,0,15.23993847731351,184.34485669010323,HLA-B;HLA-C;HLA-A;HLA-F;B2M;HLA-E,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0009893526676785927
Reactome_2022,InlA-mediated Entry Of Listeria Monocytogenes Into Host Cells R-HSA-8876493,3/8,6.669353467633975e-06,8.506612450766639e-05,0,0,123.0618556701031,1466.6496741086537,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00103780671899353
Reactome_2022,Vif-mediated Degradation Of APOBEC3G R-HSA-180585,5/53,6.702179506664625e-06,8.506612450766639e-05,0,0,21.767543859649123,259.3184431876064,UBB;APOBEC3G;UBC;PSME1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00103780671899353
Reactome_2022,Nef And Signal Transduction R-HSA-164944,3/8,6.669353467633975e-06,8.506612450766639e-05,0,0,123.0618556701031,1466.6496741086537,LCK;FYN;CD247,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00103780671899353
Reactome_2022,Myoclonic Epilepsy Of Lafora R-HSA-3785653,3/8,6.669353467633975e-06,8.506612450766639e-05,0,0,123.0618556701031,1466.6496741086537,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.00103780671899353
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,12/496,6.885026010870483e-06,8.573805975800979e-05,0,0,5.470323065364387,65.02114422108355,RAP1B;HSP90AA1;FGFBP2;UBB;LCK;ID2;UBC;MATK;FYN;CALM1;IL2RG;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0010386800282052699
Reactome_2022,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,5/54,7.356942182113052e-06,8.991818222582619e-05,0,0,21.322234156820624,252.0259543056669,HSPA8;UBB;UBC;PSME1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.001078726916716387
Reactome_2022,Infection With Mycobacterium Tuberculosis R-HSA-9635486,4/26,8.082295562387204e-06,9.698754674864644e-05,0,0,37.64772727272727,441.4510238762915,UBB;UBC;RPS27A;B2M,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011115402753848987
Reactome_2022,E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,5/56,8.816078581390528e-06,0.00010208090988978508,0,0,20.484004127966976,238.4119596488339,UBB;UBC;HLA-B;HLA-A;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011305888483603293
Reactome_2022,RAF/MAP Kinase Cascade R-HSA-5673001,9/271,8.74955914235084e-06,0.00010208090988978508,0,0,7.413052596258703,86.33617075206753,RAP1B;DUSP2;UBB;UBC;PSME1;FYN;CALM1;IL2RG;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011305888483603293
Reactome_2022,Regulated Necrosis R-HSA-5218859,5/57,9.625669188337773e-06,0.00010610794803630104,0,0,20.08906882591093,232.05038396305005,HSP90AA1;UBB;UBC;GZMB;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383,3/9,9.967716330682825e-06,0.00010610794803630104,0,0,102.54639175257732,1180.940557869435,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,Regulation Of PTEN Localization R-HSA-8948747,3/9,9.967716330682825e-06,0.00010610794803630104,0,0,102.54639175257732,1180.940557869435,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,Downregulation Of ERBB4 Signaling R-HSA-1253288,3/9,9.967716330682825e-06,0.00010610794803630104,0,0,102.54639175257732,1180.940557869435,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469,3/9,9.967716330682825e-06,0.00010610794803630104,0,0,102.54639175257732,1180.940557869435,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,8/209,1.0159234294947212e-05,0.00010643007356611365,0,0,8.522171749945922,97.98049504391533,UBB;UBC;PSME1;RPS3;CXCR4;RPL23A;PFN1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011523053225360204
Reactome_2022,MAPK1/MAPK3 Signaling R-HSA-5684996,9/277,1.0427060563321851e-05,0.00010752906205925658,0,0,7.244874528456618,83.10672478729792,RAP1B;DUSP2;UBB;UBC;PSME1;FYN;CALM1;IL2RG;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011585672039808488
Reactome_2022,DAP12 Signaling R-HSA-2424491,4/28,1.0984632189032872e-05,0.00011153626530402607,0,0,34.50694444444444,394.0352587856317,LCK;FYN;B2M;HLA-E,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0011920250456346722
Reactome_2022,Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,5/59,1.1418514477399644e-05,0.00011418514477399644,0,0,19.34307992202729,220.1295580852784,HSP90AA1;UBB;UBC;PSME1;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.001198794563131185
Reactome_2022,Regulation Of Necroptotic Cell Death R-HSA-5675482,4/29,1.2693395108987412e-05,0.00012320059958723076,0,0,33.125,373.4654530043152,HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0012622490371146512
Reactome_2022,Budding And Maturation Of HIV Virion R-HSA-162588,4/29,1.2693395108987412e-05,0.00012320059958723076,0,0,33.125,373.4654530043152,UBB;UBC;RPS27A;PPIA,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0012622490371146512
Reactome_2022,Selective Autophagy R-HSA-9663891,5/61,1.3461974548252254e-05,0.00012876671307023894,0,0,18.650375939849624,209.17593125840733,HSPA8;HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0013158763333079829
Reactome_2022,IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042,3/10,1.4187907246385926e-05,0.00013377169689449586,0,0,87.89248895434463,981.1544503878058,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0013565339595567162
Reactome_2022,Late Endosomal Microautophagy R-HSA-9615710,4/31,1.6687556029356314e-05,0.00015296926360243288,0,0,30.66820987654321,337.37629271966244,HSPA8;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0015277660709915525
Reactome_2022,RIPK1-mediated Regulated Necrosis R-HSA-5213460,4/31,1.6687556029356314e-05,0.00015296926360243288,0,0,30.66820987654321,337.37629271966244,HSP90AA1;UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0015277660709915525
Reactome_2022,Pexophagy R-HSA-9664873,3/11,1.943756475353003e-05,0.00016660769788740025,0,0,76.9020618556701,834.256871154208,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
Reactome_2022,Regulation Of BACH1 Activity R-HSA-9708530,3/11,1.943756475353003e-05,0.00016660769788740025,0,0,76.9020618556701,834.256871154208,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
Reactome_2022,Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460,3/11,1.943756475353003e-05,0.00016660769788740025,0,0,76.9020618556701,834.256871154208,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
Reactome_2022,Signaling By NOTCH2 R-HSA-1980145,4/32,1.89985082322592e-05,0.00016660769788740025,0,0,29.571428571428573,321.4754385523104,UBB;UBC;GZMB;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
Reactome_2022,"TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325",3/11,1.943756475353003e-05,0.00016660769788740025,0,0,76.9020618556701,834.256871154208,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
Reactome_2022,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,10/378,1.973527131344843e-05,0.00016699075726764055,0,0,5.897342995169082,63.88652468929192,UBB;UBC;HLA-B;PSME1;HLA-C;HLA-A;HLA-F;RPS27A;B2M;HLA-E,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0016268264190815597
KEGG_2021_Human,Platelet activation,6/124,3.725787300481846e-05,0.00018371985654100137,0,0,10.700685178507031,109.1218131008558,RAP1B;FYN;ACTB;MYL12A;ACTG1;MYL12B,0,100,human,KEGG_2021_Human,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0017680806582161903
Reactome_2022,Costimulation By CD28 Family R-HSA-388841,5/68,2.2945022602053887e-05,0.0001916925938905768,0,0,16.572263993316625,177.03171073408737,LCK;FYN;CD247;CD3E;CD3D,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.0018358964608119251
Reactome_2022,TICAM1-dependent Activation Of IRF3/IRF7 R-HSA-9013973,3/12,2.5822694403897266e-05,0.00021040713958731108,0,0,68.35395189003437,722.1087027443646,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.001995847627903561
Reactome_2022,Josephin Domain DUBs R-HSA-5689877,3/12,2.5822694403897266e-05,0.00021040713958731108,0,0,68.35395189003437,722.1087027443646,UBB;UBC;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.001995847627903561
Reactome_2022,MAPK Family Signaling Cascades R-HSA-5683057,9/318,3.104824908161016e-05,0.0002499005413885696,0,0,6.270457697642164,65.0871511339051,RAP1B;DUSP2;UBB;UBC;PSME1;FYN;CALM1;IL2RG;RPS27A,0,100,human,Reactome_2022,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.002320505027179575
